"Organization Name","Address","City","State","Postcode","Main Phone #","Discipline","Council District","Community Board","Borough","Latitude","Longitude","Census Tract","BIN","BBL","NTA"
"September 11th Widows and Victim Families Association","92 Greenwich Street","New York","NY","10006","(212) 422-3520","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.70784","-74.013656","13","1000794","1000187501","MN0101"
"September Concert Foundation","601 West 57th St #37D","New York","NY","10019","(212) 333-3399","Music","Manhattan Council District #6","Manhattan Community Board #4","Manhattan","40.77052","-73.99187","13502","1081009","1011050029","MN0402"
"Serenade at Historic Christ Church, Inc.","228 Bard Avenue","New York","NY","10310","(718) 727-6100","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island","40.638936","-74.107432","9701","5003543","5001380162","SI0104"
"Serious Fun After School Inc.","Serious Fun @ GREEN DESK","Long Island City","NY","11101","(718) 956-5945","Theater","Queens Council District #26","Queens Community Board #2","Queens",,,,,,
"Sesame Flyers International, Inc.","3510 Church Avenue","New York","NY","11203","(718) 693-0500","Music","Brooklyn Council District #45","Brooklyn Community Board #17","Brooklyn","40.651066","-73.944555","856","3109467","3048890004","BK1701"
"Seven Loaves","309 E 4TH ST APT 3B","New York","NY","10009","(212) 777-3891","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.722118","-73.979754","2601","1004423","1003740065","MN0303"
"Seven Stories Institute","2113 Amsterdam Ave","New York","NY","10032","(347) 688-4456","Humanities","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.837706","-73.93848","24301","1062632","1021110008","MN1201"
"Seventh Regiment Armory Conservancy, Inc.","643 Park Avenue","New York","NY","10065","(212) 616-3951","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.767491","-73.966448","120","1042460","1014010001","MN0802"
"Shadow Box Theatre, Inc.","325 West End Avenue","New York","NY","10023","(212) 724-0677","Multi-Discipline, Performing","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.782036","-73.98287","163","1031026","1011850019","MN0702"
"Shakespeare Downtown, Inc.","251 Water Street, Apt. 2","New York","NY","10038","(917) 575-5452","Theater","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.708113","-74.002207","1501","1001349","1000970057","MN0101"
"Shanghai Association in USA Inc.","37-12 Prince St, Suite 11A","Flushing","NY","11354","(646) 812-6816","Music","Queens Council District #20","Queens Community Board #7","Queens","40.760559","-73.83284","871","4618203","4049727502","QN0707"
"Sheba USA Inc.","72-32 Broadway","Jackson Heights","NY","11372","(718) 507-7773","Other","Queens Council District #25","Queens Community Board #3","Queens","40.747475","-73.893278","26501","4529527","4012830085","QN0401"
"Shed NYC, Inc.","545 W 30th Street","New York","NY","10001","(212) 616-5822",,"Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.753017","-74.003227","9903","1089411","1007027502","MN0401"
"Shen Wei Dance Arts, Inc.","165 West 86th Street","New York","NY","10024","(212) 962-1113","Dance","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.787351","-73.974202","173","1032188","1012170001","MN0702"
"She NYC Arts, Inc","121 west 36th st","New York","NY","10018","(978) 809-0707","Theater","Brooklyn Council District #33","Manhattan Community Board #5","Manhattan","40.75157","-73.987985","109","1015240","1008120022","MN0502"
"Shorefront YM-YWHA of Brighton Manhattan Beach Inc","3300 Coney Island Avenue","Brooklyn","NY","11235","(347) 689-1880","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #48","Brooklyn Community Board #13","Brooklyn","40.575566","-73.95946","36002","3326880","3086930001","BK1303"
"Shotgun Productions, Inc.","165 East 35th Street, Suite 7J","New York","NY","10016","(917) 371-7612","Theater",,"Manhattan Community Board #6","Manhattan","40.746768","-73.978505","80","1018910","1008910039","MN0603"
"Showpaper, Inc","26-15 Jackson Ave.","Long Island City","NY","11101","(347) 746-5512","Music","Queens Council District #32","Queens Community Board #5","Queens","40.747343","-73.941794","1902","4005143","4004330006","QN0201"
"Signature Theatre Company, Inc.","480 West 42nd Street","New York","NY","10036","(646) 388-8120","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.759379","-73.994907","115","1088437","1010517502","MN0402"
"Sign of the Times Theater Company, Inc.","80 East 11th Street, Suite 301C","New York","NY","10003","(917) 334-2897","Theater","Manhattan Council District #2","Manhattan Community Board #2","Manhattan","40.732681","-73.991863","61","1009108","1005620024","MN0202"
"Silent Cinema Presentations, Inc.","176 W 87th Street","New York","NY","10024","(212) 595-5655","Film/Video/Audio","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.787985","-73.973656","173","1032218","1012170064","MN0702"
"Sinfonietta of Riverdale","P.O. Box 345","New York","NY","10471","(917) 689-1211","Music","Bronx Council District #11","Bronx Community Board #8","Bronx",,,,,,
"Sing for Hope","99 Wall St","New York","NY","10005","(212) 966-5955","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.705","-74.007156","7","1000865","1000337501","MN0101"
"Singing Winds, Inc.","625 Greenwood Avenue","Brooklyn","NY","11218","(718) 564-5983","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #39","Brooklyn Community Board #12","Brooklyn","40.651554","-73.975508","50202","3122596","3052770046","BK0701"
"Sino-American Culture & Arts Foundation","17 E Broadway","New York","NY","10002","(212) 791-6931","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #3","Manhattan","40.713479","-73.996894","8","1003432","1002807501","MN0301"
"Siren - protectors of the Rainforest, Inc.","90 Monroe St","Brooklyn","NY","11216","(917) 455-0719","Multi-Discipline, Performing","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn","40.684886","-73.955575","229","3057125","3019880015","BK0301"
"Sisters With Purpose Inc.","1310 Pennsylvania Avenue","Brooklyn","NY","11239","(646) 460-4101","Dance","Brooklyn Council District #42","Brooklyn Community Board #5","Brooklyn","40.649","-73.88306","105804","3342903","3044520001","BK0504"
"Six Figures, Inc.","P.O. Box 88, Planetarium Station","New York","NY","10024","(212) 854-0179","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",,,,,,
"Skysaver Productions, Inc.","5 E 3rd St","New York","NY","10003","(212) 677-3109","Multi-Discipline, Performing","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.72619","-73.991291","38","1082671","1004597501","MN0303"
"Skyscraper Museum","39 Battery Pl","New York","NY","10280","(212) 945-6324","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.705869","-74.017976","31704","1085789","1000167513","MN0101"
"SLEEP CENTER ART SPACE INC.","9 Monroe St.","New York","NY","10002","(718) 406-7839","Multi-Discipline, Non-Perform","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.711434","-73.995982","8","1003289","1002760004","MN0301"
"Slice Literary, Inc.","PO Box 659","New York","NY","10014","(848) 228-6077","Literature","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",,,,,,
"Slideluck Potshow","154 Morgan Ave","New York","NY","11237","(917) 804-2767","Photography","Manhattan Council District #2","Manhattan Community Board #3","Brooklyn","40.709422","-73.933033","44902","3070556","3029670001","BK0104"
"Smack Mellon Studios, Inc.","92 Plymouth Street","Brooklyn","NY","11201","(718) 834-8761","Visual Arts","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.703875","-73.9901","21","3344162","3000270020","BK0202"
"SMARTSPACES-DOT-ORG","61 7th Avenue South","New York","NY","10014","(646) 823-6993","Multi-Discipline, Non-Perform","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.73163","-74.003929","67","1009947","1005870021","MN0203"
"Smithsonian National Museum of the American Indian","National Museum of the American Indian-NY","New York","NY","10004","(212) 277-8021","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",,,,,,
"Smith Street Stage, Inc.","15 Stratford Road","Brooklyn","NY","11218","(540) 230-8670","Theater","Brooklyn Council District #39","Brooklyn Community Board #14","Brooklyn","40.648361","-73.96956","506","3116387","3050720058","BK1402"
"Snug Harbor Cultural Center & Botanical Garden, Inc.","1000 Richmond Terrace","Staten Island","NY","10301","(718) 448-2500","Multi-Discipline, Non-Perform","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island","40.645075","-74.104753","9702","5000000","5000760200","SI0191"
"Society for the Preservation and Encouragement of Barber Shop Quartet","PO Box 522, Cooper Union Station","New York","NY","10276","(631) 221-2911","Music","Manhattan Council District #2","Manhattan Community Board #6","Manhattan","40.728141","-73.991626","57","1006642","1004620001","MN0202"
"Society for the Preservation of Weeksville & Bed-Stuyvesant History","158 Buffalo Avenue","Brooklyn","NY","11213","(718) 756-5250","Humanities","Brooklyn Council District #36","Brooklyn Community Board #8","Brooklyn","40.673979","-73.92508","307","3035918","3013560050","BK0802"
"Society of Illustrators, Inc.","128 E 63rd St","New York","NY","10065","(212) 838-2560","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.764897","-73.966774","11402","1042056","1013970060","MN0802"
"Society of the Educational Arts, Inc.","107 Suffolk Street","New York","NY","10002","(212) 529-1545","Theater","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.718943","-73.986122","1402","1004301","1003530054","MN0302"
"Society of the Third Street Music School Settlement, Inc.","235 East 11th Street","New York","NY","10003","(212) 777-3240","Music","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.730806","-73.987364","4002","1006849","1004677501","MN0303"
"Socrates Sculpture Park, Inc.","32-01 Vernon Blvd.","Long Island City","NY","11106","(718) 956-1819","Visual Arts","Queens Council District #26","Queens Community Board #1","Queens","40.767634","-73.936314","45","4003748","4003150001","QN0105"
"SoHarlem, Inc.","1361 Amsterdam Ave","New York","NY","10027","(212) 222-2792","Other","Manhattan Council District #7","Manhattan Community Board #9","Manhattan","40.814216","-73.95564","21303","1081781","1019670040","MN0902"
"Soho 20 Artists, Inc.","56 Bogart Street","Brooklyn","NY","11206","(212) 367-8994","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #4","Brooklyn","40.705533","-73.933351","453","3071424","3030930001","BK0104"
"Soho Repertory Theatre, Inc.","401 Broadway","New York","NY","10013","(212) 941-8632","Theater","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.71871","-74.002482","33","1002310","1001940042","MN0102"
"Soho Think Tank, Inc.","3 Horatio Street","New York","NY","10014","(212) 966-4844","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.738761","-74.003655","77","1011076","1006160052","MN0203"
"Sokoloff Arts Foundation Inc","221 W broadway","New York","NY","10013","(212) 634-7690","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.719218","-74.00631","33","1001988","1001780022","MN0102"
"Solo Foundation, Inc.","15 West 28 Street","NYC","NY","10001","(212) 643-2036","New Media","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.74515","-73.988383","76","1015728","1008300030","MN0501"
"Solomon R. Guggenheim Foundation","1071 5th Ave","New York","NY","10128","(212) 423-3688","Museum","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.782925","-73.959391","15002","1046946","1015000001","MN0802"
"Sol Zim Jewish Enrichment Music Foundation, Inc.","85-39 213th Street","Queens Village","NY","11427","(917) 592-0019","Music","Queens Council District #23","Queens Community Board #13","Queens","40.729329","-73.755894","129102","4165352","4078170056","QN1104"
"Songs of Love Foundation","73-26 Yellowstone Blvd","Forest Hills","NY","11375","(718) 441-5422","Music","Queens Council District #29","Queens Community Board #6","Queens","40.716981","-73.857462","709","4467419","4031500134","QN0602"
"Songs of Solomon: An Inspirational Ensemble, Inc.","133 West 138th Street, Suite 3A","New York","NY","10030","(212) 281-2674","Music","Manhattan Council District #10","Manhattan Community Board #10","Manhattan","40.816823","-73.941321","230","1060022","1020070010","MN1002"
"Sonnet Repertory Theatre, Inc.","419 Lafayette Street, 4th Floor","New York","NY","10003","(917) 703-3188","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.728745","-73.99238","57","1008773","1005440013","MN0202"
"Sonora House, Inc.","484 W 43rd St","New York","NY","10036","(212) 561-0283","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Manhattan","40.760205","-73.994777","12102","1083746","1010520001","MN0402"
"Sons of the Revolution in the State of New York, Inc.","54 Pearl St","New York","NY","10004","(212) 425-1778","Museum","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.703496","-74.011375","9","1078965","1000070035","MN0101"
"So Percussion","20 Grand Avenue, #205","Brooklyn","NY","11205","(410) 375-0007","Music","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn","40.697112","-73.964763","211","3330875","3018770035","BK0203"
"Sophie Gerson Healthy Youth","505 LaGuardia Place","New York","NY","10012","(917) 836-3272","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.727667","-73.999282","5501","1008241","1005240001","MN0202"
